timestamp,ax,ay,az,gx,gy,gz
12613,-92,16100,3136,174,1353,51
12634,-112,16120,3212,221,1356,41
12658,-92,16048,3192,184,1362,55
12679,-100,16068,3108,207,1341,40
12702,-144,16056,3176,218,1350,48
12722,-76,16072,3196,140,1363,47
12746,-120,16036,3096,234,1353,52
12767,-88,16032,3272,199,1382,46
12788,-92,16072,3140,172,1362,53
12810,-76,16076,3044,202,1392,40
12834,-228,16068,3204,205,1400,37
12856,-76,16064,3144,199,1371,60
12876,-108,16112,3216,204,1358,28
12898,-80,16100,3104,187,1375,39
12921,-148,16108,3116,137,1356,43
12943,-148,16092,3148,204,1396,50
12965,-88,16056,3136,232,1397,78
12987,-128,16108,3064,172,1313,56
13009,-108,16032,3192,182,1332,43
13032,-104,16112,3124,207,1376,57
13052,-96,16076,3120,188,1405,58
13074,-16,16064,3164,195,1364,87
13097,-132,16048,3144,214,1388,33
13118,-92,16048,3172,187,1339,72
13142,-96,16124,3124,190,1338,13
13163,-44,16124,3232,187,1370,66
13185,-120,16140,3064,218,1349,46
13207,-80,16092,3132,189,1365,48
13230,-84,16108,3160,192,1376,14
13250,-96,15996,3144,201,1353,47
13273,-140,16156,3096,177,1366,39
13295,-88,16064,3100,215,1372,14
13317,-116,16080,3140,225,1339,60
13338,-76,16016,3084,166,1365,56
13361,-52,16064,3164,179,1372,63
13384,-108,16076,3144,182,1365,51
13405,-140,16084,3160,211,1355,53
13428,-156,16024,3140,213,1377,39
13448,-24,16084,3144,180,1374,85
13470,-104,16040,3100,161,1381,49
13493,-116,16092,3144,174,1333,42
13515,-108,16036,3200,206,1320,67
13538,-132,16092,3132,199,1370,51
13559,-132,16116,3208,169,1368,49
13580,-92,16056,3304,193,1385,37
13602,-56,16012,3240,140,1364,31
13626,-120,16136,3172,156,1365,34
13647,-104,16076,3136,175,1365,82
13668,-84,16092,3156,197,1353,39
13691,-36,16096,3056,201,1352,57
13714,-116,16108,3048,190,1357,54
13735,-80,16056,3056,183,1359,37
13757,-140,16080,3116,162,1343,64
13779,-156,16080,3068,153,1381,53
13800,-60,16076,3152,221,1340,52
13823,-96,16060,3064,229,1361,67
13846,-160,16096,3320,189,1353,46
13868,-120,16112,3196,176,1381,61
13890,-80,16088,3160,204,1352,56
13910,-96,16016,3224,213,1415,66
13933,-84,16084,3212,187,1361,31
13955,-100,16104,3224,168,1372,41
13978,-116,16092,3156,208,1358,58
13998,-32,16052,3176,171,1363,46
14021,-148,16068,3096,188,1361,62
14042,-68,16128,3184,219,1341,70
14066,-100,16116,3108,200,1353,52
14087,-48,16156,3156,201,1366,60
14109,-84,16040,3040,204,1372,51
14131,-100,16116,3148,196,1363,64
14153,-108,16044,3076,203,1367,61
14174,-56,16088,3052,186,1357,79
14197,-96,16100,3152,196,1355,73
14219,-48,16128,3144,224,1377,47
14241,-132,16052,3100,197,1365,68
14263,-68,16076,3212,182,1348,79
14284,-72,16016,3140,184,1369,71
14307,-116,16152,3136,207,1356,72
14329,-144,16108,3188,188,1376,45
14352,-116,15996,3016,209,1372,31
14373,-80,16144,3236,166,1359,51
14394,-76,16080,3164,183,1331,85
14416,-144,16076,3224,190,1368,36
14438,-52,16024,3152,199,1359,48
14461,-108,16116,3152,187,1348,45
14483,-100,16100,3188,175,1362,74
14506,-104,16072,3196,174,1387,53
14526,-68,16072,3216,184,1338,47
14548,-76,16080,3180,167,1348,61
14570,-96,16080,3112,191,1400,74
14593,-44,16108,3180,209,1355,50
14614,-64,16140,3164,222,1348,64
14637,-52,16064,3140,152,1345,70
14658,-68,16056,3208,143,1364,53
14682,-108,16044,3164,200,1351,61
14702,-108,16056,3184,197,1364,51
14724,-72,16144,3108,231,1334,88
14747,-88,16104,3084,186,1367,45
14769,-88,16032,3140,136,1386,62
14790,-152,16128,3168,208,1347,68
14813,-96,16072,3124,185,1332,62
14834,-80,16064,3184,172,1317,58
14857,-116,16088,3120,174,1395,84
14879,-56,16088,3156,203,1366,53
14900,-56,16032,3168,217,1383,59
14923,-36,16056,3144,200,1353,32
14946,-124,16044,3104,187,1369,41
14966,-80,16068,3164,209,1379,48
14989,-68,16060,3272,195,1371,46
15010,-76,16100,3056,181,1355,29
15032,-48,16108,3112,199,1346,50
15055,-84,16096,3200,183,1340,77
15076,-44,16088,3132,180,1327,59
15100,-128,16044,3120,193,1352,52
15120,-48,16040,3160,191,1359,70
15143,-68,16080,3184,173,1349,114
15166,-104,16152,3176,224,1374,50
15186,-44,16036,3264,175,1344,65
15209,-168,16096,3176,188,1370,87
15230,-84,16112,3164,174,1332,73
15252,-24,16060,3284,182,1384,46
15275,-108,16048,3240,189,1370,54
15297,-124,16152,3172,232,1380,87
15318,-112,16064,3176,210,1343,4
15340,-88,16048,3136,166,1338,53
15363,-108,16036,3232,156,1381,49
15385,-128,16112,3188,173,1376,97
15406,-60,16040,3164,221,1364,79
15429,-92,16092,3244,163,1398,23
15450,-80,16056,3208,205,1374,46
15473,-148,16140,3192,181,1355,63
15495,-80,16100,3092,187,1329,65
15516,-80,16032,3188,204,1349,36
15539,-156,16064,3208,182,1365,69
15561,-80,16072,3144,191,1367,86
15582,-84,16096,3144,189,1385,34
15605,-92,16160,3148,172,1367,65
15626,-64,16136,3224,232,1357,48
15648,-36,16076,3156,209,1354,92
15672,-124,16060,3132,215,1363,16
15692,-92,16040,3104,215,1351,51
15716,-104,16088,3184,199,1369,51
15737,-112,16120,3184,197,1378,88
15759,-96,16084,3116,191,1371,24
15781,-104,16056,3124,200,1333,70
15802,-60,16116,3192,210,1317,58
15825,-100,16064,3128,176,1363,79
15847,-100,16100,3180,214,1365,49
15870,-160,16076,3160,179,1362,39
15891,-184,16088,3124,169,1370,72
15913,-144,16084,3188,172,1334,74
15935,-72,16060,3120,170,1356,62
15957,-180,16108,3140,207,1370,60
15979,-100,16116,3248,210,1367,70
16000,-64,16108,3136,176,1401,55
16023,-116,16012,3108,184,1360,5
16045,-44,16064,3104,202,1366,61
16067,-72,16036,3120,196,1354,63
16089,-144,16048,3096,149,1405,53
16111,-144,16064,3132,173,1360,43
16133,-140,16116,3136,203,1371,62
16155,-52,16108,3108,230,1350,82
16176,-84,16008,3160,175,1378,71
